date,solp fs1,solp fs2,solp fs3,solp gw1,solp gw2,solp gw3
9/28/2018,2.57E-07,2.57E-07,2.57E-07,2.57E-07,2.57E-07,2.57E-07
9/29/2018,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07,2.49E-07
9/30/2018,8.16E-07,8.16E-07,8.16E-07,8.16E-07,8.16E-07,8.16E-07
10/1/2018,7.49E-07,7.49E-07,7.49E-07,7.49E-07,7.49E-07,7.49E-07
10/2/2018,7.34E-07,7.34E-07,7.34E-07,7.34E-07,7.34E-07,7.34E-07
10/3/2018,1.19E-06,1.19E-06,1.19E-06,1.19E-06,1.19E-06,1.19E-06
10/4/2018,9.20E-07,9.20E-07,9.20E-07,9.20E-07,9.20E-07,9.20E-07
10/5/2018,1.29E-06,1.29E-06,1.29E-06,1.29E-06,1.29E-06,1.29E-06
10/6/2018,9.24E-07,9.24E-07,9.24E-07,9.24E-07,9.24E-07,9.24E-07
10/7/2018,1.29E-06,1.29E-06,1.29E-06,1.29E-06,1.29E-06,1.29E-06
10/8/2018,1.05E-06,1.05E-06,1.05E-06,1.05E-06,1.05E-06,1.05E-06
10/9/2018,9.12E-07,9.12E-07,9.12E-07,9.12E-07,9.12E-07,9.12E-07
10/10/2018,1.34E-06,1.34E-06,1.34E-06,1.34E-06,1.34E-06,1.34E-06
10/11/2018,8.89E-07,8.89E-07,8.89E-07,8.89E-07,8.89E-07,8.89E-07
10/12/2018,6.78E-07,6.78E-07,6.78E-07,6.78E-07,6.78E-07,6.78E-07
10/13/2018,6.14E-07,6.14E-07,6.14E-07,6.14E-07,6.14E-07,6.14E-07
10/14/2018,6.34E-07,6.34E-07,6.34E-07,6.34E-07,6.34E-07,6.34E-07
10/15/2018,1.17E-06,1.17E-06,1.17E-06,1.17E-06,1.17E-06,1.17E-06
10/16/2018,1.53E-06,1.53E-06,1.53E-06,1.53E-06,1.53E-06,1.53E-06
10/17/2018,1.13E-06,1.13E-06,1.13E-06,1.13E-06,1.13E-06,1.13E-06
10/18/2018,1.51E-06,1.51E-06,1.51E-06,1.51E-06,1.51E-06,1.51E-06
10/19/2018,1.14E-06,1.14E-06,1.14E-06,1.14E-06,1.14E-06,1.14E-06
10/20/2018,9.54E-07,9.54E-07,9.54E-07,9.54E-07,9.54E-07,9.54E-07
10/21/2018,8.80E-07,8.80E-07,8.80E-07,8.80E-07,8.80E-07,8.80E-07
10/22/2018,1.39E-06,1.39E-06,1.39E-06,1.39E-06,1.39E-06,1.39E-06
10/23/2018,1.04E-06,1.04E-06,1.04E-06,1.04E-06,1.04E-06,1.04E-06
10/24/2018,8.40E-07,8.40E-07,8.40E-07,8.40E-07,8.40E-07,8.40E-07
10/25/2018,6.46E-07,6.46E-07,6.46E-07,6.46E-07,6.46E-07,6.46E-07
10/26/2018,6.05E-07,6.05E-07,6.05E-07,6.05E-07,6.05E-07,6.05E-07
10/27/2018,1.13E-06,1.13E-06,1.13E-06,1.13E-06,1.13E-06,1.13E-06
10/28/2018,9.71E-07,9.71E-07,9.71E-07,9.71E-07,9.71E-07,9.71E-07
10/29/2018,1.45E-06,1.45E-06,1.45E-06,1.45E-06,1.45E-06,1.45E-06
10/30/2018,1.19E-06,1.19E-06,1.19E-06,1.19E-06,1.19E-06,1.19E-06
10/31/2018,1.51E-06,1.51E-06,1.51E-06,1.51E-06,1.51E-06,1.51E-06
11/1/2018,1.79E-06,1.79E-06,1.79E-06,1.79E-06,1.79E-06,1.79E-06
11/2/2018,1.93E-06,1.93E-06,1.93E-06,1.93E-06,1.93E-06,1.93E-06
11/3/2018,2.01E-06,2.01E-06,2.01E-06,2.01E-06,2.01E-06,2.01E-06
11/4/2018,2.06E-06,2.06E-06,2.06E-06,2.06E-06,2.06E-06,2.06E-06
11/5/2018,2.16E-06,2.16E-06,2.16E-06,2.16E-06,2.16E-06,2.16E-06
11/6/2018,1.61E-06,1.61E-06,1.61E-06,1.61E-06,1.61E-06,1.61E-06
11/7/2018,1.22E-06,1.22E-06,1.22E-06,1.22E-06,1.22E-06,1.22E-06
11/8/2018,1.69E-06,1.69E-06,1.69E-06,1.69E-06,1.69E-06,1.69E-06
11/9/2018,2.05E-06,2.05E-06,2.05E-06,2.05E-06,2.05E-06,2.05E-06
11/10/2018,2.28E-06,2.28E-06,2.28E-06,2.28E-06,2.28E-06,2.28E-06
11/11/2018,2.37E-06,2.37E-06,2.37E-06,2.37E-06,2.37E-06,2.37E-06
11/12/2018,2.35E-06,2.35E-06,2.35E-06,2.35E-06,2.35E-06,2.35E-06
11/13/2018,2.46E-06,2.46E-06,2.46E-06,2.46E-06,2.46E-06,2.46E-06
11/14/2018,2.51E-06,2.51E-06,2.51E-06,2.51E-06,2.51E-06,2.51E-06
11/15/2018,2.58E-06,2.58E-06,2.58E-06,2.58E-06,2.58E-06,2.58E-06
11/16/2018,2.67E-06,2.67E-06,2.67E-06,2.67E-06,2.67E-06,2.67E-06
11/17/2018,2.66E-06,2.66E-06,2.66E-06,2.66E-06,2.66E-06,2.66E-06
11/18/2018,2.01E-06,2.01E-06,2.01E-06,2.01E-06,2.01E-06,2.01E-06
11/19/2018,2.26E-06,2.26E-06,2.26E-06,2.26E-06,2.26E-06,2.26E-06
11/20/2018,1.82E-06,1.82E-06,1.82E-06,1.82E-06,1.82E-06,1.82E-06
11/21/2018,2.16E-06,2.16E-06,2.16E-06,2.16E-06,2.16E-06,2.16E-06
11/22/2018,2.46E-06,2.46E-06,2.46E-06,2.46E-06,2.46E-06,2.46E-06
11/23/2018,2.55E-06,2.55E-06,2.55E-06,2.55E-06,2.55E-06,2.55E-06
11/24/2018,2.57E-06,2.57E-06,2.57E-06,2.57E-06,2.57E-06,2.57E-06
11/25/2018,2.59E-06,2.59E-06,2.59E-06,2.59E-06,2.59E-06,2.59E-06
11/26/2018,2.40E-06,2.40E-06,2.40E-06,2.40E-06,2.40E-06,2.40E-06
11/27/2018,2.19E-06,2.19E-06,2.19E-06,2.19E-06,2.19E-06,2.19E-06
11/28/2018,2.46E-06,2.46E-06,2.46E-06,2.46E-06,2.46E-06,2.46E-06
11/29/2018,2.67E-06,2.67E-06,2.67E-06,2.67E-06,2.67E-06,2.67E-06
11/30/2018,2.92E-06,2.92E-06,2.92E-06,2.92E-06,2.92E-06,2.92E-06
12/1/2018,3.10E-06,3.10E-06,3.10E-06,3.10E-06,3.10E-06,3.10E-06
12/2/2018,3.22E-06,3.22E-06,3.22E-06,3.22E-06,3.22E-06,3.22E-06
12/3/2018,3.33E-06,3.33E-06,3.33E-06,3.33E-06,3.33E-06,3.33E-06
12/4/2018,3.38E-06,3.38E-06,3.38E-06,3.38E-06,3.38E-06,3.38E-06
12/5/2018,3.42E-06,3.42E-06,3.42E-06,3.42E-06,3.42E-06,3.42E-06
12/6/2018,3.49E-06,3.49E-06,3.49E-06,3.49E-06,3.49E-06,3.49E-06
12/7/2018,3.48E-06,3.48E-06,3.48E-06,3.48E-06,3.48E-06,3.48E-06
12/8/2018,3.55E-06,3.55E-06,3.55E-06,3.55E-06,3.55E-06,3.55E-06
12/9/2018,3.48E-06,3.48E-06,3.48E-06,3.48E-06,3.48E-06,3.48E-06
12/10/2018,3.57E-06,3.57E-06,3.57E-06,3.57E-06,3.57E-06,3.57E-06
12/11/2018,3.65E-06,3.65E-06,3.65E-06,3.65E-06,3.65E-06,3.65E-06
12/12/2018,3.61E-06,3.61E-06,3.61E-06,3.61E-06,3.61E-06,3.61E-06
12/13/2018,3.62E-06,3.62E-06,3.62E-06,3.62E-06,3.62E-06,3.62E-06
12/14/2018,2.59E-06,2.59E-06,2.59E-06,2.59E-06,2.59E-06,2.59E-06
12/15/2018,2.89E-06,2.89E-06,2.89E-06,2.89E-06,2.89E-06,2.89E-06
12/16/2018,2.19E-06,2.19E-06,2.19E-06,2.19E-06,2.19E-06,2.19E-06
12/17/2018,2.70E-06,2.70E-06,2.70E-06,2.70E-06,2.70E-06,2.70E-06
12/18/2018,2.95E-06,2.95E-06,2.95E-06,2.95E-06,2.95E-06,2.95E-06
12/19/2018,3.24E-06,3.24E-06,3.24E-06,3.24E-06,3.24E-06,3.24E-06
12/20/2018,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06,3.50E-06
12/21/2018,2.63E-06,2.63E-06,2.63E-06,2.63E-06,2.63E-06,2.63E-06
12/22/2018,2.91E-06,2.91E-06,2.91E-06,2.91E-06,2.91E-06,2.91E-06
12/23/2018,3.19E-06,3.19E-06,3.19E-06,3.19E-06,3.19E-06,3.19E-06
12/24/2018,3.52E-06,3.52E-06,3.52E-06,3.52E-06,3.52E-06,3.52E-06
12/25/2018,3.20E-06,3.20E-06,3.20E-06,3.20E-06,3.20E-06,3.20E-06
12/26/2018,2.47E-06,2.47E-06,2.47E-06,2.47E-06,2.47E-06,2.47E-06
12/27/2018,2.90E-06,2.90E-06,2.90E-06,2.90E-06,2.90E-06,2.90E-06
12/28/2018,3.37E-06,3.37E-06,3.37E-06,3.37E-06,3.37E-06,3.37E-06
12/29/2018,3.69E-06,3.69E-06,3.69E-06,3.69E-06,3.69E-06,3.69E-06
12/30/2018,3.84E-06,3.84E-06,3.84E-06,3.84E-06,3.84E-06,3.84E-06
12/31/2018,3.98E-06,3.98E-06,3.98E-06,3.98E-06,3.98E-06,3.98E-06
1/1/2019,4.12E-06,4.12E-06,4.12E-06,4.12E-06,4.12E-06,4.12E-06
1/2/2019,3.00E-06,3.00E-06,3.00E-06,3.00E-06,3.00E-06,3.00E-06
1/3/2019,3.04E-06,3.04E-06,3.04E-06,3.04E-06,3.04E-06,3.04E-06
1/4/2019,2.39E-06,2.39E-06,2.39E-06,2.39E-06,2.39E-06,2.39E-06
1/5/2019,2.81E-06,2.81E-06,2.81E-06,2.81E-06,2.81E-06,2.81E-06
1/6/2019,2.34E-06,2.34E-06,2.34E-06,2.34E-06,2.34E-06,2.34E-06
1/7/2019,2.99E-06,2.99E-06,2.99E-06,2.99E-06,2.99E-06,2.99E-06
1/8/2019,2.57E-06,2.57E-06,2.57E-06,2.57E-06,2.57E-06,2.57E-06
1/9/2019,2.04E-06,2.04E-06,2.04E-06,2.04E-06,2.04E-06,2.04E-06
1/10/2019,2.74E-06,2.74E-06,2.74E-06,2.74E-06,2.74E-06,2.74E-06
1/11/2019,2.11E-06,2.11E-06,2.11E-06,2.11E-06,2.11E-06,2.11E-06
1/12/2019,1.69E-06,1.69E-06,1.69E-06,1.69E-06,1.69E-06,1.69E-06
1/13/2019,1.44E-06,1.44E-06,1.44E-06,1.44E-06,1.44E-06,1.44E-06
1/14/2019,2.35E-06,2.35E-06,2.35E-06,2.35E-06,2.35E-06,2.35E-06
1/15/2019,3.08E-06,3.08E-06,3.08E-06,3.08E-06,3.08E-06,3.08E-06
1/16/2019,3.55E-06,3.55E-06,3.55E-06,3.55E-06,3.55E-06,3.55E-06
1/17/2019,3.94E-06,3.94E-06,3.94E-06,3.94E-06,3.94E-06,3.94E-06
1/18/2019,3.93E-06,3.93E-06,3.93E-06,3.93E-06,3.93E-06,3.93E-06
1/19/2019,4.14E-06,4.14E-06,4.14E-06,4.14E-06,4.14E-06,4.14E-06
1/20/2019,2.92E-06,2.92E-06,2.92E-06,2.92E-06,2.92E-06,2.92E-06
1/21/2019,3.42E-06,3.42E-06,3.42E-06,3.42E-06,3.42E-06,3.42E-06
1/22/2019,3.92E-06,3.92E-06,3.92E-06,3.92E-06,3.92E-06,3.92E-06
1/23/2019,4.27E-06,4.27E-06,4.27E-06,4.27E-06,4.27E-06,4.27E-06
1/24/2019,4.41E-06,4.41E-06,4.41E-06,4.41E-06,4.41E-06,4.41E-06
1/25/2019,4.51E-06,4.51E-06,4.51E-06,4.51E-06,4.51E-06,4.51E-06
1/26/2019,3.22E-06,3.22E-06,3.22E-06,3.22E-06,3.22E-06,3.22E-06
1/27/2019,3.67E-06,3.67E-06,3.67E-06,3.67E-06,3.67E-06,3.67E-06
1/28/2019,2.69E-06,2.69E-06,2.69E-06,2.69E-06,2.69E-06,2.69E-06
1/29/2019,3.32E-06,3.32E-06,3.32E-06,3.32E-06,3.32E-06,3.32E-06
1/30/2019,3.96E-06,3.96E-06,3.96E-06,3.96E-06,3.96E-06,3.96E-06
1/31/2019,4.37E-06,4.37E-06,4.37E-06,4.37E-06,4.37E-06,4.37E-06
2/1/2019,4.67E-06,4.67E-06,4.67E-06,4.67E-06,4.67E-06,4.67E-06
2/2/2019,4.89E-06,4.89E-06,4.89E-06,4.89E-06,4.89E-06,4.89E-06
2/3/2019,4.83E-06,4.83E-06,4.83E-06,4.83E-06,4.83E-06,4.83E-06
2/4/2019,5.01E-06,5.01E-06,5.01E-06,5.01E-06,5.01E-06,5.01E-06
2/5/2019,5.04E-06,5.04E-06,5.04E-06,5.04E-06,5.04E-06,5.04E-06
2/6/2019,5.07E-06,5.07E-06,5.07E-06,5.07E-06,5.07E-06,5.07E-06
2/7/2019,5.26E-06,5.26E-06,5.26E-06,5.26E-06,5.26E-06,5.26E-06
2/8/2019,4.75E-06,4.75E-06,4.75E-06,4.75E-06,4.75E-06,4.75E-06
2/9/2019,4.58E-06,4.58E-06,4.58E-06,4.58E-06,4.58E-06,4.58E-06
2/10/2019,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06
2/11/2019,4.57E-06,4.57E-06,4.57E-06,4.57E-06,4.57E-06,4.57E-06
2/12/2019,4.63E-06,4.63E-06,4.63E-06,4.63E-06,4.63E-06,4.63E-06
2/13/2019,4.51E-06,4.51E-06,4.51E-06,4.51E-06,4.51E-06,4.51E-06
2/14/2019,2.95E-06,2.95E-06,2.95E-06,2.95E-06,2.95E-06,2.95E-06
2/15/2019,3.40E-06,3.40E-06,3.40E-06,3.40E-06,3.40E-06,3.40E-06
2/16/2019,2.57E-06,2.57E-06,2.57E-06,2.57E-06,2.57E-06,2.57E-06
2/17/2019,1.80E-06,1.80E-06,1.80E-06,1.80E-06,1.80E-06,1.80E-06
2/18/2019,2.50E-06,2.50E-06,2.50E-06,2.50E-06,2.50E-06,2.50E-06
2/19/2019,3.03E-06,3.03E-06,3.03E-06,3.03E-06,3.03E-06,3.03E-06
2/20/2019,2.69E-06,2.69E-06,2.69E-06,2.69E-06,2.69E-06,2.69E-06
2/21/2019,3.01E-06,3.01E-06,3.01E-06,3.01E-06,3.01E-06,3.01E-06
2/22/2019,1.94E-02,1.94E-02,1.94E-02,1.94E-02,1.94E-02,1.94E-02
2/23/2019,1.26E-02,1.26E-02,1.26E-02,1.26E-02,1.26E-02,1.26E-02
2/24/2019,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03,3.44E-03
2/25/2019,1.36E-03,1.36E-03,1.36E-03,1.36E-03,1.36E-03,1.36E-03
2/26/2019,7.02E-04,7.02E-04,7.02E-04,7.02E-04,7.02E-04,7.02E-04
2/27/2019,3.54E-04,3.54E-04,3.54E-04,3.54E-04,3.54E-04,3.54E-04
2/28/2019,1.81E-04,1.81E-04,1.81E-04,1.81E-04,1.81E-04,1.81E-04
3/1/2019,1.59E-02,1.59E-02,1.59E-02,1.59E-02,1.59E-02,1.59E-02
3/2/2019,8.21E-03,8.21E-03,8.21E-03,8.21E-03,8.21E-03,8.21E-03
3/3/2019,2.76E-02,2.76E-02,2.76E-02,2.76E-02,2.76E-02,2.76E-02
3/4/2019,2.04E-02,2.04E-02,2.04E-02,2.04E-02,2.04E-02,2.04E-02
3/5/2019,3.87E-02,3.87E-02,3.87E-02,3.87E-02,3.87E-02,3.87E-02
3/6/2019,1.75E-02,1.75E-02,1.75E-02,1.75E-02,1.75E-02,1.75E-02
3/7/2019,1.93E-02,1.93E-02,1.93E-02,1.93E-02,1.93E-02,1.93E-02
3/8/2019,6.75E-03,6.75E-03,6.75E-03,6.75E-03,6.75E-03,6.75E-03
3/9/2019,6.80E-03,6.80E-03,6.80E-03,6.80E-03,6.80E-03,6.80E-03
3/10/2019,1.71E-03,1.71E-03,1.71E-03,1.71E-03,1.71E-03,1.71E-03
3/11/2019,5.41E-04,5.41E-04,5.41E-04,5.41E-04,5.41E-04,5.41E-04
3/12/2019,3.92E-02,3.92E-02,3.92E-02,3.92E-02,3.92E-02,3.92E-02
3/13/2019,1.84E-02,1.84E-02,1.84E-02,1.84E-02,1.84E-02,1.84E-02
3/14/2019,3.81E-03,3.81E-03,3.81E-03,3.81E-03,3.81E-03,3.81E-03
3/15/2019,1.01E-03,1.01E-03,1.01E-03,1.01E-03,1.01E-03,1.01E-03
3/16/2019,1.34E-02,1.34E-02,1.34E-02,1.34E-02,1.34E-02,1.34E-02
3/17/2019,1.34E-02,1.34E-02,1.34E-02,1.34E-02,1.34E-02,1.34E-02
3/18/2019,4.73E-03,4.73E-03,4.73E-03,4.73E-03,4.73E-03,4.73E-03
3/19/2019,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03,1.11E-03
3/20/2019,3.10E-04,3.10E-04,3.10E-04,3.10E-04,3.10E-04,3.10E-04
3/21/2019,9.75E-05,9.75E-05,9.75E-05,9.75E-05,9.75E-05,9.75E-05
3/22/2019,3.22E-02,3.22E-02,3.22E-02,3.22E-02,3.22E-02,3.22E-02
3/23/2019,0.107,0.107,0.107,0.107,0.107,0.107
3/24/2019,2.09E-02,2.09E-02,2.09E-02,2.09E-02,2.09E-02,2.09E-02
3/25/2019,5.14E-03,5.14E-03,5.14E-03,5.14E-03,5.14E-03,5.14E-03
3/26/2019,9.29E-04,9.29E-04,9.29E-04,9.29E-04,9.29E-04,9.29E-04
3/27/2019,1.83E-04,1.83E-04,1.83E-04,1.83E-04,1.83E-04,1.83E-04
3/28/2019,3.82E-05,3.82E-05,3.82E-05,3.82E-05,3.82E-05,3.82E-05
3/29/2019,1.09E-03,1.09E-03,1.09E-03,1.09E-03,1.09E-03,1.09E-03
3/30/2019,6.12E-02,6.12E-02,6.12E-02,6.12E-02,6.12E-02,6.12E-02
3/31/2019,1.70E-02,1.70E-02,1.70E-02,1.70E-02,1.70E-02,1.70E-02
4/1/2019,4.15E-03,4.15E-03,4.15E-03,4.15E-03,4.15E-03,4.15E-03
4/2/2019,7.43E-04,7.43E-04,7.43E-04,7.43E-04,7.43E-04,7.43E-04
4/3/2019,1.50E-04,1.50E-04,1.50E-04,1.50E-04,1.50E-04,1.50E-04
4/4/2019,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05
4/5/2019,7.19E-06,7.19E-06,7.19E-06,7.19E-06,7.19E-06,7.19E-06
4/6/2019,1.70E-06,1.70E-06,1.70E-06,1.70E-06,1.70E-06,1.70E-06
4/7/2019,5.35E-07,5.35E-07,5.35E-07,5.35E-07,5.35E-07,5.35E-07
4/8/2019,7.50E-09,7.50E-09,7.50E-09,7.50E-09,7.50E-09,7.50E-09
4/9/2019,9.56E-11,9.56E-11,9.56E-11,9.56E-11,9.56E-11,9.56E-11
4/10/2019,2.08E-12,2.08E-12,2.08E-12,2.08E-12,2.08E-12,2.08E-12
4/11/2019,3.34E-14,3.34E-14,3.34E-14,3.34E-14,3.34E-14,3.34E-14
4/12/2019,4.46E-16,4.46E-16,4.46E-16,4.46E-16,4.46E-16,4.46E-16
4/13/2019,5.30E-18,5.30E-18,5.30E-18,5.30E-18,5.30E-18,5.30E-18
4/14/2019,5.85E-20,5.85E-20,5.85E-20,5.85E-20,5.85E-20,5.85E-20
4/15/2019,6.12E-22,6.12E-22,6.12E-22,6.12E-22,6.12E-22,6.12E-22
4/16/2019,6.18E-24,6.18E-24,6.18E-24,6.18E-24,6.18E-24,6.18E-24
4/17/2019,6.08E-26,6.08E-26,6.08E-26,6.08E-26,6.08E-26,6.08E-26
4/18/2019,7.30E-28,7.30E-28,7.30E-28,7.30E-28,7.30E-28,7.30E-28
4/19/2019,8.32E-30,8.32E-30,8.32E-30,8.32E-30,8.32E-30,8.32E-30
4/20/2019,1.19E-31,1.19E-31,1.19E-31,1.19E-31,1.19E-31,1.19E-31
4/21/2019,3.11E-33,3.11E-33,3.11E-33,3.11E-33,3.11E-33,3.11E-33
4/22/2019,5.76E-35,5.76E-35,5.76E-35,5.76E-35,5.76E-35,5.76E-35
4/23/2019,8.64E-37,8.64E-37,8.64E-37,8.64E-37,8.64E-37,8.64E-37
4/24/2019,0,0,0,0,0,0
4/25/2019,0,0,0,0,0,0
4/26/2019,0,0,0,0,0,0
4/27/2019,0,0,0,0,0,0
4/28/2019,0,0,0,0,0,0
4/29/2019,0,0,0,0,0,0
4/30/2019,0,0,0,0,0,0
5/1/2019,0,0,0,0,0,0
5/2/2019,0,0,0,0,0,0
5/3/2019,0,0,0,0,0,0
5/4/2019,0,0,0,0,0,0
5/5/2019,0,0,0,0,0,0
5/6/2019,0,0,0,0,0,0
5/7/2019,0,0,0,0,0,0
5/8/2019,0,0,0,0,0,0
5/9/2019,0,0,0,0,0,0
5/10/2019,0,0,0,0,0,0
5/11/2019,0,0,0,0,0,0
5/12/2019,0,0,0,0,0,0
5/13/2019,0,0,0,0,0,0
5/14/2019,0,0,0,0,0,0
5/15/2019,0,0,0,0,0,0
5/16/2019,0,0,0,0,0,0
5/17/2019,0,0,0,0,0,0
5/18/2019,0,0,0,0,0,0
5/19/2019,0,0,0,0,0,0
5/20/2019,0,0,0,0,0,0
5/21/2019,0,0,0,0,0,0
5/22/2019,1.67E-07,1.67E-07,1.67E-07,1.67E-07,1.67E-07,1.67E-07
5/23/2019,3.49E-09,3.49E-09,3.49E-09,3.49E-09,3.49E-09,3.49E-09
5/24/2019,2.19E-07,2.19E-07,2.19E-07,2.19E-07,2.19E-07,2.19E-07
5/25/2019,6.88E-09,6.88E-09,6.88E-09,6.88E-09,6.88E-09,6.88E-09
5/26/2019,2.44E-07,2.44E-07,2.44E-07,2.44E-07,2.44E-07,2.44E-07
5/27/2019,5.77E-09,5.77E-09,5.77E-09,5.77E-09,5.77E-09,5.77E-09
5/28/2019,1.13E-10,1.13E-10,1.13E-10,1.13E-10,1.13E-10,1.13E-10
5/29/2019,1.88E-12,1.88E-12,1.88E-12,1.88E-12,1.88E-12,1.88E-12
5/30/2019,2.62E-07,2.62E-07,2.62E-07,2.62E-07,2.62E-07,2.62E-07
5/31/2019,2.96E-07,2.96E-07,2.96E-07,2.96E-07,2.96E-07,2.96E-07
6/1/2019,2.08E-07,2.08E-07,2.08E-07,2.08E-07,2.08E-07,2.08E-07
6/2/2019,5.22E-09,5.22E-09,5.22E-09,5.22E-09,5.22E-09,5.22E-09
6/3/2019,1.56E-07,1.56E-07,1.56E-07,1.56E-07,1.56E-07,1.56E-07
6/4/2019,3.68E-07,3.68E-07,3.68E-07,3.68E-07,3.68E-07,3.68E-07
6/5/2019,2.20E-07,2.20E-07,2.20E-07,2.20E-07,2.20E-07,2.20E-07
6/6/2019,2.84E-07,2.84E-07,2.84E-07,2.84E-07,2.84E-07,2.84E-07
6/7/2019,6.31E-09,6.31E-09,6.31E-09,6.31E-09,6.31E-09,6.31E-09
6/8/2019,2.40E-07,2.40E-07,2.40E-07,2.40E-07,2.40E-07,2.40E-07
6/9/2019,2.54E-07,2.54E-07,2.54E-07,2.54E-07,2.54E-07,2.54E-07
6/10/2019,2.45E-07,2.45E-07,2.45E-07,2.45E-07,2.45E-07,2.45E-07
6/11/2019,3.69E-07,3.69E-07,3.69E-07,3.69E-07,3.69E-07,3.69E-07
6/12/2019,4.37E-07,4.37E-07,4.37E-07,4.37E-07,4.37E-07,4.37E-07
6/13/2019,4.53E-07,4.53E-07,4.53E-07,4.53E-07,4.53E-07,4.53E-07
6/14/2019,1.20E-08,1.20E-08,1.20E-08,1.20E-08,1.20E-08,1.20E-08
6/15/2019,2.16E-07,2.16E-07,2.16E-07,2.16E-07,2.16E-07,2.16E-07
6/16/2019,2.15E-07,2.15E-07,2.15E-07,2.15E-07,2.15E-07,2.15E-07
6/17/2019,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07,2.06E-07
6/18/2019,3.57E-07,3.57E-07,3.57E-07,3.57E-07,3.57E-07,3.57E-07
6/19/2019,4.41E-07,4.41E-07,4.41E-07,4.41E-07,4.41E-07,4.41E-07
6/20/2019,3.06E-07,3.06E-07,3.06E-07,3.06E-07,3.06E-07,3.06E-07
6/21/2019,2.68E-07,2.68E-07,2.68E-07,2.68E-07,2.68E-07,2.68E-07
6/22/2019,3.80E-07,3.80E-07,3.80E-07,3.80E-07,3.80E-07,3.80E-07
6/23/2019,3.03E-07,3.03E-07,3.03E-07,3.03E-07,3.03E-07,3.03E-07
6/24/2019,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07,2.75E-07
6/25/2019,2.07E-07,2.07E-07,2.07E-07,2.07E-07,2.07E-07,2.07E-07
6/26/2019,2.00E-07,2.00E-07,2.00E-07,2.00E-07,2.00E-07,2.00E-07
6/27/2019,2.17E-07,2.17E-07,2.17E-07,2.17E-07,2.17E-07,2.17E-07
6/28/2019,3.55E-07,3.55E-07,3.55E-07,3.55E-07,3.55E-07,3.55E-07
6/29/2019,2.14E-07,2.14E-07,2.14E-07,2.14E-07,2.14E-07,2.14E-07
6/30/2019,1.83E-07,1.83E-07,1.83E-07,1.83E-07,1.83E-07,1.83E-07
7/1/2019,1.99E-07,1.99E-07,1.99E-07,1.99E-07,1.99E-07,1.99E-07
7/2/2019,3.74E-07,3.74E-07,3.74E-07,3.74E-07,3.74E-07,3.74E-07
7/3/2019,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07,2.35E-07
7/4/2019,2.00E-07,2.00E-07,2.00E-07,2.00E-07,2.00E-07,2.00E-07
7/5/2019,1.92E-07,1.92E-07,1.92E-07,1.92E-07,1.92E-07,1.92E-07
7/6/2019,1.69E-07,1.69E-07,1.69E-07,1.69E-07,1.69E-07,1.69E-07
7/7/2019,3.87E-07,3.87E-07,3.87E-07,3.87E-07,3.87E-07,3.87E-07
7/8/2019,2.80E-07,2.80E-07,2.80E-07,2.80E-07,2.80E-07,2.80E-07
7/9/2019,1.99E-07,1.99E-07,1.99E-07,1.99E-07,1.99E-07,1.99E-07
7/10/2019,4.32E-07,4.32E-07,4.32E-07,4.32E-07,4.32E-07,4.32E-07
7/11/2019,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07,2.87E-07
7/12/2019,4.94E-07,4.94E-07,4.94E-07,4.94E-07,4.94E-07,4.94E-07
7/13/2019,2.80E-07,2.80E-07,2.80E-07,2.80E-07,2.80E-07,2.80E-07
7/14/2019,2.10E-07,2.10E-07,2.10E-07,2.10E-07,2.10E-07,2.10E-07
7/15/2019,2.04E-07,2.04E-07,2.04E-07,2.04E-07,2.04E-07,2.04E-07
7/16/2019,1.47E-07,1.47E-07,1.47E-07,1.47E-07,1.47E-07,1.47E-07
7/17/2019,1.47E-07,1.47E-07,1.47E-07,1.47E-07,1.47E-07,1.47E-07
7/18/2019,1.36E-07,1.36E-07,1.36E-07,1.36E-07,1.36E-07,1.36E-07
7/19/2019,1.31E-07,1.31E-07,1.31E-07,1.31E-07,1.31E-07,1.31E-07
7/20/2019,6.23E-07,6.23E-07,6.23E-07,6.23E-07,6.23E-07,6.23E-07
7/21/2019,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07,3.31E-07
7/22/2019,1.95E-07,1.95E-07,1.95E-07,1.95E-07,1.95E-07,1.95E-07
7/23/2019,1.50E-07,1.50E-07,1.50E-07,1.50E-07,1.50E-07,1.50E-07
7/24/2019,6.11E-07,6.11E-07,6.11E-07,6.11E-07,6.11E-07,6.11E-07
7/25/2019,8.69E-07,8.69E-07,8.69E-07,8.69E-07,8.69E-07,8.69E-07
7/26/2019,4.47E-07,4.47E-07,4.47E-07,4.47E-07,4.47E-07,4.47E-07
