Date,Value
23/12/2018,0.01584
24/12/2018,0.005655
25/12/2018,0.001602
26/12/2018,0.0005226
27/12/2018,0.0001815
28/12/2018,6.66E-05
29/12/2018,2.189E-05
30/12/2018,7.548E-06
31/12/2018,2.848E-06
01/01/2019,1.202E-06
02/01/2019,6.31E-07
03/01/2019,4.293E-07
04/01/2019,3.186E-07
05/01/2019,2.886E-07
06/01/2019,2.81E-07
07/01/2019,3.165E-07
08/01/2019,0.03858
09/01/2019,0.03062
10/01/2019,0.00701
11/01/2019,0.002211
12/01/2019,0.0007589
13/01/2019,0.000276
14/01/2019,9.965E-05
15/01/2019,3.676E-05
16/01/2019,1.376E-05
17/01/2019,5.536E-06
18/01/2019,2.345E-06
19/01/2019,1.162E-06
20/01/2019,7.015E-07
21/01/2019,4.871E-07
22/01/2019,4.204E-07
23/01/2019,0.0003369
24/01/2019,0.03852
25/01/2019,0.03514
26/01/2019,0.007591
27/01/2019,0.002524
28/01/2019,0.0008929
29/01/2019,0.0004621
30/01/2019,0.0001261
31/01/2019,4.422E-05
01/02/2019,1.843E-05
02/02/2019,7.577E-06
03/02/2019,0.03539
04/02/2019,0.01386
05/02/2019,0.003294
06/02/2019,0.001231
07/02/2019,0.0004964
08/02/2019,0.04034
09/02/2019,0.02756
10/02/2019,0.007165
11/02/2019,0.002487
12/02/2019,0.0009516
13/02/2019,0.0003663
14/02/2019,0.0002296
15/02/2019,0.001963
16/02/2019,0.0001343
17/02/2019,1.479E-05
18/02/2019,4.246E-06
19/02/2019,1.803E-06
20/02/2019,9.828E-07
21/02/2019,0.03746
22/02/2019,0.0103
23/02/2019,0.003384
24/02/2019,0.04802
25/02/2019,0.0465
26/02/2019,0.01133
27/02/2019,0.003558
28/02/2019,0.001214
01/03/2019,0.0004427
02/03/2019,0.000166
03/03/2019,6.267E-05
04/03/2019,2.373E-05
05/03/2019,9.256E-06
06/03/2019,3.779E-06
07/03/2019,1.677E-06
08/03/2019,9.236E-07
09/03/2019,5.565E-07
10/03/2019,0.06951
11/03/2019,0.04107
12/03/2019,0.02623
13/03/2019,0.04562
14/03/2019,0.03222
15/03/2019,0.007885
16/03/2019,0.001617
17/03/2019,0.0003439
18/03/2019,7.74E-05
19/03/2019,1.791E-05
20/03/2019,4.278E-06
21/03/2019,1.117E-06
22/03/2019,3.757E-07
23/03/2019,2.023E-07
24/03/2019,1.582E-07
25/03/2019,1.507E-07
26/03/2019,1.52E-07
27/03/2019,0.0001469
28/03/2019,1.142E-05
29/03/2019,8.016E-07
30/03/2019,1.835E-07
31/03/2019,1.754E-07
01/04/2019,1.654E-07
02/04/2019,1.551E-07
03/04/2019,1.542E-07
04/04/2019,1.593E-07
05/04/2019,1.742E-07
06/04/2019,1.538E-07
07/04/2019,1.513E-07
08/04/2019,1.553E-07
09/04/2019,1.488E-07
10/04/2019,1.66E-07
11/04/2019,1.741E-07
12/04/2019,1.869E-07
13/04/2019,1.65E-07
14/04/2019,6.444E-05
15/04/2019,5.649E-06
16/04/2019,4.848E-07
17/04/2019,1.783E-07
18/04/2019,1.561E-07
19/04/2019,1.678E-07
20/04/2019,1.695E-07
21/04/2019,1.52E-07
22/04/2019,1.377E-07
23/04/2019,1.564E-07
24/04/2019,1.472E-07
25/04/2019,1.439E-07
26/04/2019,1.612E-07
27/04/2019,1.57E-07
28/04/2019,1.553E-07
29/04/2019,1.795E-07
30/04/2019,1.839E-07
01/05/2019,1.768E-07
02/05/2019,1.774E-07
03/05/2019,1.738E-07
04/05/2019,1.557E-07
05/05/2019,1.449E-07
06/05/2019,1.297E-07
07/05/2019,1.674E-07
08/05/2019,1.558E-07
09/05/2019,1.578E-07
10/05/2019,0.006792
11/05/2019,0.0003509
12/05/2019,1.7E-05
13/05/2019,0.0006612
