Date,Value
12/05/2019,7.632E-05
13/05/2019,0.008773
14/05/2019,0.0005033
15/05/2019,2.287E-05
16/05/2019,1.016E-06
17/05/2019,4.626E-08
18/05/2019,3.483E-09
19/05/2019,1.509E-09
20/05/2019,1.738E-09
21/05/2019,1.534E-09
22/05/2019,1.503E-09
23/05/2019,1.673E-09
24/05/2019,1.44E-09
25/05/2019,1.397E-09
26/05/2019,1.285E-09
27/05/2019,1.201E-09
28/05/2019,1.594E-09
29/05/2019,1.571E-09
30/05/2019,1.436E-09
31/05/2019,1.272E-09
01/06/2019,1.517E-09
02/06/2019,1.646E-09
03/06/2019,1.381E-09
04/06/2019,1.252E-09
05/06/2019,1.408E-09
06/06/2019,1.193E-09
07/06/2019,1.066E-09
08/06/2019,1.002E-09
09/06/2019,9.541E-10
10/06/2019,1.193E-09
11/06/2019,1.433E-09
12/06/2019,1.116E-09
13/06/2019,1.442E-09
14/06/2019,1.33E-09
15/06/2019,1.366E-09
16/06/2019,1.533E-09
17/06/2019,1.142E-09
18/06/2019,1.073E-09
19/06/2019,0.00836
20/06/2019,0.0007228
21/06/2019,1.804E-05
22/06/2019,5.079E-07
23/06/2019,1.816E-08
24/06/2019,1.792E-09
25/06/2019,1.493E-09
26/06/2019,1.092E-09
27/06/2019,9.712E-10
28/06/2019,9.054E-10
29/06/2019,1.152E-09
30/06/2019,1.087E-09
01/07/2019,9.84E-10
02/07/2019,9.705E-10
03/07/2019,8.827E-10
04/07/2019,8.969E-10
05/07/2019,1.139E-09
06/07/2019,0.01847
07/07/2019,0.001263
08/07/2019,7.267E-05
09/07/2019,4.745E-06
10/07/2019,3.367E-07
11/07/2019,2.778E-08
12/07/2019,2.874E-09
13/07/2019,9.078E-10
14/07/2019,7.576E-10
15/07/2019,6.721E-10
16/07/2019,9.609E-10
17/07/2019,1.084E-09
18/07/2019,7.987E-10
19/07/2019,8.617E-10
20/07/2019,7.113E-10
21/07/2019,5.934E-10
22/07/2019,1.009E-09
23/07/2019,8.015E-10
24/07/2019,6.297E-10
25/07/2019,5.256E-10
26/07/2019,5.024E-10
27/07/2019,4.348E-10
28/07/2019,6.675E-10
29/07/2019,5.539E-10
30/07/2019,9.688E-10
31/07/2019,5.827E-10
01/08/2019,4.482E-10
02/08/2019,4.444E-10
03/08/2019,4.263E-10
04/08/2019,3.899E-10
05/08/2019,3.037E-10
06/08/2019,4.652E-10
07/08/2019,7.653E-10
08/08/2019,8.501E-10
09/08/2019,4.925E-10
10/08/2019,4.213E-10
11/08/2019,2.993E-10
12/08/2019,2.241E-10
13/08/2019,3.182E-10
14/08/2019,2.462E-10
15/08/2019,5.869E-10
16/08/2019,4.964E-10
17/08/2019,7.818E-10
18/08/2019,5.576E-10
19/08/2019,5.241E-10
20/08/2019,2.409E-10
21/08/2019,6.991E-10
22/08/2019,5.904E-10
23/08/2019,3.546E-10
24/08/2019,2.59E-10
25/08/2019,1.775E-10
26/08/2019,1.771E-10
27/08/2019,4.749E-10
28/08/2019,6.289E-10
29/08/2019,3.298E-10
30/08/2019,2.371E-10
31/08/2019,1.934E-10
01/09/2019,5.431E-10
02/09/2019,6.661E-10
03/09/2019,3.368E-10
04/09/2019,5.786E-10
05/09/2019,3.311E-10
06/09/2019,2.927E-10
07/09/2019,2.556E-10
08/09/2019,2.752E-10
09/09/2019,2.698E-10
10/09/2019,1.807E-10
11/09/2019,4.616E-10
12/09/2019,7.13E-10
13/09/2019,4.181E-10
14/09/2019,6.173E-10
15/09/2019,4.007E-10
16/09/2019,2.638E-10
17/09/2019,1.981E-10
18/09/2019,1.842E-10
19/09/2019,1.646E-10
20/09/2019,1.396E-10
21/09/2019,1.061E-10
22/09/2019,1.249E-10
23/09/2019,4.524E-10
24/09/2019,3.318E-10
25/09/2019,2.021E-10
26/09/2019,3.196E-10
27/09/2019,2.153E-10
28/09/2019,2.141E-10
29/09/2019,3.014E-10
30/09/2019,4.052E-10
01/10/2019,3.599E-10
02/10/2019,5.481E-10
03/10/2019,7.709E-10
04/10/2019,4.526E-10
05/10/2019,3.514E-10
06/10/2019,3.952E-10
07/10/2019,0.01665
08/10/2019,0.001171
09/10/2019,9.191E-05
10/10/2019,1.295E-05
11/10/2019,1.99E-06
12/10/2019,3.05E-07
13/10/2019,4.763E-08
14/10/2019,7.793E-09
15/10/2019,1.479E-09
16/10/2019,7.312E-10
17/10/2019,4.989E-10
18/10/2019,3.938E-10
19/10/2019,3.266E-10
20/10/2019,2.578E-10
